title,genres,year,rating
Broadway Damage,Comedy,1997.0,3.14
Broadway Danny Rose,Comedy,1984.0,3.73
Broadway Gondolier,Comedy|Romance,1935.0,3.0
Broadway Idiot,Documentary|Musical,2013.0,3.96
"Broadway Limited (Baby Vanishes, The)",Comedy,1941.0,2.5
Broadway Love,Romance,1918.0,3.0
Broadway Melody of 1936,Musical|Romance,1935.0,3.05
Broadway Melody of 1938,Musical|Romance,1937.0,3.14
Broadway Melody of 1940,Musical,1940.0,3.57
"Broadway Melody, The",Musical,1929.0,3.05
Broadway Musicals: A Jewish Legacy,Documentary,2013.0,4.0
Broadway Rhythm,Musical,1944.0,4.0
Broadway Serenade,Drama|Musical|Romance,1939.0,3.5
Broadway by Light,Documentary,1958.0,2.5
Broadway to Cheyenne,Western,1932.0,1.5
Brochevarevaru Ra,Crime|Thriller,2019.0,3.5
Broderskab (Brotherhood),Drama,2009.0,3.7
Broil,Fantasy|Horror|Thriller,2020.0,2.2
Brokeback Mountain,Drama|Romance,2005.0,3.6
Brokedown,Thriller,2018.0,0.75
Brokedown Palace,Drama,1999.0,3.01
Broken,Crime|Drama,2018.0,2.5
Broken,Drama,2012.0,3.69
Broken,Drama|Mystery|Thriller,2014.0,3.69
Broken,Drama|Thriller,2016.0,2.0
Broken,Horror|Thriller,2006.0,2.35
Broken Arrow,Action|Adventure|Thriller,1996.0,3.1
Broken Arrow,Drama|Romance|Western,1950.0,2.99
Broken Blade: Book Five - The Horizon Between Life and Death,Action|Animation|Fantasy,2011.0,3.0
Broken Blade: Book Four - The Earth of Calamity,Action|Animation|Fantasy,2010.0,3.0
Broken Blade: Book One - The Time of Awakening,Action|Animation|Fantasy,2010.0,3.42
Broken Blade: Book Six - Enclave of Lamentations,(no genres listed),2011.0,3.0
Broken Blade: Book Three - The Mark of the Assassin's Dagger,Action|Animation|Fantasy,2010.0,3.0
Broken Blade: Book Two - The Split Path,Action|Animation|Fantasy,2010.0,2.83
Broken Blossoms,Drama|Romance,1936.0,2.0
Broken Blossoms or The Yellow Man and the Girl,Drama|Romance,1919.0,3.44
Broken Bridges,Drama,2006.0,3.25
Broken City,Crime|Drama|Thriller,2013.0,2.99
Broken Contact - A Poltergeist Story,Documentary|Horror,2020.0,4.5
Broken Darkness,Action|Drama|Sci-Fi|Thriller,2017.0,2.12
Broken Diamonds,Drama,2021.0,2.25
Broken Down Film,Action|Animation|Comedy|Romance|Western,1985.0,3.0
Broken Drum,Comedy|Drama,1949.0,4.5
Broken Embraces (Los abrazos rotos),Drama|Romance|Thriller,2009.0,3.76
Broken English,Comedy|Drama|Romance,2007.0,3.38
Broken English,Drama,1996.0,3.26
Broken Fences,Drama|Western,2008.0,1.75
Broken Flowers,Comedy|Drama,2005.0,3.6
Broken Ghost,Drama,2017.0,3.0
Broken Glass Park,Drama,2013.0,2.75
Broken Harts,Documentary,2021.0,2.5
"Broken Hearts Club, The",Drama,2000.0,3.4
Broken Hill,Children|Drama,2009.0,4.17
Broken Hill Blues,Drama,2013.0,1.75
Broken Horses,Action|Crime|Drama|Mystery|Thriller,2015.0,3.12
Broken Keys,Drama|War,2022.0,3.75
Broken Lance,Drama|Romance|Western,1954.0,3.05
Broken Law,Drama,2020.0,3.5
Broken Lizard Stands Up,Comedy,2010.0,2.5
Broken Lullaby,Drama,1932.0,2.95
Broken Side of Time,Drama,2013.0,4.0
Broken Sky (El cielo dividido),Drama,2006.0,3.06
Broken Strings,Drama,1940.0,2.0
Broken Sword Hero,Action,2017.0,3.33
Broken Swords: The Last In Line,(no genres listed),2020.0,0.5
Broken Toys,Animation,1935.0,3.25
Broken Toys,Drama,1966.0,4.0
Broken Trail,Action|Adventure|Crime|Drama|Western,2006.0,3.84
Broken Vessels,Drama,1998.0,2.82
Broken Vows,Drama|Mystery|Romance|Thriller,1987.0,2.5
Broken Vows,Thriller,2016.0,3.0
Broken Windows,Drama,2008.0,2.5
Broken Wings (Knafayim Shvurot),Drama,2002.0,3.71
Broker,Drama,2022.0,3.68
Bromance,Comedy|Drama|Romance,2016.0,2.83
Bromates,Comedy,2022.0,2.25
Bronco Billy,Adventure|Drama|Romance,1980.0,2.82
Bronco Bullfrog,Drama,1969.0,2.5
Bronies: The Extremely Unexpected Adult Fans of My Little Pony,Documentary,2012.0,3.06
Bronson,Action|Comedy|Drama|Thriller,2009.0,3.56
Bronx Obama,Documentary,2014.0,5.0
"Bronx Tale, A",Drama,1993.0,3.82
"Brony Tale, A",Documentary,2014.0,2.85
Bronze: Zetsuai Since 1989,(no genres listed),1996.0,2.5
"Brood, The",Horror,1979.0,3.48
Brooklyn,Drama|Romance,2015.0,3.8
Brooklyn 45,Horror|Thriller,2023.0,3.83
Brooklyn Babylon,Drama|Romance,2001.0,1.75
Brooklyn Boheme,Documentary,2012.0,3.33
Brooklyn Bridge,Documentary,1981.0,3.46
Brooklyn Castle,Documentary,2012.0,3.58
Brooklyn Rules,Crime|Drama|Romance,2007.0,2.92
Brooklyn's Finest,Crime|Drama|Thriller,2010.0,3.13
Broom-Stick Bunny,Animation|Children|Comedy,1956.0,3.65
Broomshakalaka,Comedy,2013.0,3.5
Bros,Comedy|Romance,2022.0,3.06
Bros Before Hoes,Comedy,2015.0,0.5
Bros Before Hos,Comedy,2013.0,2.85
Brothel,Romance|Thriller,2008.0,0.5
Brother,Action|Crime|Thriller,2000.0,3.58
Brother,Drama|Thriller,2016.0,3.5
Brother (Brat),Crime|Drama,1997.0,3.87
Brother (Hermano),Drama,2010.0,3.25
Brother 2 (Brat 2),Crime|Drama,2000.0,3.85
Brother Bear,Adventure|Animation|Children,2003.0,3.3
Brother Bear 2,Adventure|Animation|Children|Comedy|Fantasy,2006.0,3.12
Brother John,Drama|Sci-Fi,1971.0,2.86
Brother Minister: The Assassination of Malcolm X,Documentary,1994.0,3.32
Brother Nature,Comedy,2016.0,2.39
Brother Orchid,Comedy|Crime|Drama|Romance,1940.0,3.1
Brother Rat,Comedy,1938.0,3.0
"Brother Sun, Sister Moon (Fratello sole, sorella luna)",Drama,1972.0,3.36
"Brother from Another Planet, The",Drama|Sci-Fi,1984.0,3.53
Brother of Sleep (Schlafes Bruder),Drama,1995.0,3.47
Brother of the Year,Drama|Romance,2018.0,3.17
Brother to Brother,Drama,2004.0,3.17
Brother's Friend,Comedy|Romance,2018.0,2.0
Brother's Justice,Comedy,2010.0,1.62
Brother's Keeper,Crime|Drama|Thriller,2002.0,3.0
Brother's Keeper,Documentary,1992.0,3.89
Brother's Keeper,Drama,2013.0,2.75
Brother's Keeper,Drama,2021.0,3.5
"Brother's Kiss, A",Drama,1997.0,2.58
"Brother, Can You Spare a Dime?",Documentary,1975.0,3.38
Brotherhood,(no genres listed),2019.0,3.5
Brotherhood,Crime|Drama,2016.0,3.33
Brotherhood,Crime|Drama|Thriller,2010.0,3.15
Brotherhood,Drama,2018.0,2.88
Brotherhood of Blades,Action|Drama|Romance,2014.0,3.48
Brotherhood of Blades II: The Infernal Battlefield,Action|Romance,2017.0,3.5
Brotherhood of Death,Action|Drama|War,1976.0,2.83
"Brotherhood of Justice, The",Action|Drama|Thriller,1986.0,2.68
Brotherhood of Tears,Thriller,2013.0,2.0
Brotherhood of the Rose,(no genres listed),1989.0,3.25
"Brotherhood of the Wolf (Pacte des loups, Le)",Action|Mystery|Thriller,2001.0,3.45
"Brotherhood, The",Crime|Drama,1968.0,2.5
Brotherly Love,Drama,2015.0,3.4
Brothers,Action|Children|Drama,2015.0,2.69
Brothers,Drama,2018.0,3.5
Brothers,Drama|Thriller|War,2009.0,3.42
Brothers (Brødre),Drama,2004.0,3.58
"Brothers Bloom, The",Adventure|Comedy|Crime|Romance,2008.0,3.53
"Brothers Grimm, The",Comedy|Fantasy|Horror|Thriller,2005.0,2.92
Brothers Karamazov,(no genres listed),1969.0,2.83
"Brothers Karamazov, The",Drama,1958.0,3.14
"Brothers Lionheart, The (Bröderna Lejonhjärta)",Adventure|Children|Fantasy,1977.0,3.2
Brothers Liu,Animation|Children,1953.0,0.75
"Brothers McMullen, The",Comedy,1995.0,3.46
"Brothers O'Toole, The",Comedy|Western,1973.0,1.17
"Brothers Rico, The",Crime|Drama|Film-Noir|Thriller,1957.0,2.67
"Brothers Solomon, The",Comedy,2007.0,2.63
Brothers Three: An American Gothic,Drama,2007.0,1.5
Brothers Till We Die,(no genres listed),1977.0,3.17
Brothers and Sisters of the Toda Family,(no genres listed),1941.0,3.92
Brothers at War,Documentary|War,2009.0,2.7
Brothers in Arms,(no genres listed),2018.0,3.0
Brothers in Arms,Western,2005.0,2.0
Brothers in Blood: The Lions of Sabi Sand,Documentary,2015.0,2.83
Brothers in Law,Comedy,1957.0,4.25
Brothers in Trouble,Drama,1995.0,2.92
Brothers of War,Drama|War,2015.0,2.75
Brothers of the Head,Drama,2005.0,3.0
Brothers of the Night,Documentary|Drama,2016.0,3.75
Brothers of the Wind,Adventure|Children|Drama,2015.0,3.5
Brothers on the Line,(no genres listed),2012.0,2.88
Brothers' Day,Crime|Drama,2015.0,1.0
Brothers' Nest,Comedy|Thriller,2018.0,3.55
"Brothers, The",Comedy|Drama,2001.0,3.11
Brothers: The Return,Crime|Drama|Thriller,2006.0,3.2
"Brown Bunny, The",Drama,2003.0,2.86
Brown Sugar,Romance,2002.0,3.09
Brown of Harvard,Drama|Romance,1926.0,3.17
Brown's Requiem,Drama,1998.0,2.64
Browncoats Unite: Firefly 10th Anniversary Special,(no genres listed),2012.0,4.0
Brownian Movement,Drama|Romance,2010.0,3.25
"Browning Version, The",Drama,1951.0,3.9
"Browning Version, The",Drama,1994.0,3.58
Browse,Horror|Thriller,2020.0,1.0
Brubaker,Crime|Drama,1980.0,3.52
"Bruc, the Manhunt",Adventure,2010.0,3.5
Bruce Almighty,Comedy|Drama|Fantasy|Romance,2003.0,3.23
Bruce Lee - The Fighter,Action|Drama|Romance,2015.0,2.57
Bruce Lee Fights Back from the Grave,Action,1976.0,2.67
Bruce Lee and the Outlaw,Documentary,2018.0,3.75
"Bruce Lee, My Brother",Drama,2010.0,3.12
Bruce Lee: A Warrior's Journey,Documentary,2000.0,3.86
Bruce Lee: The Legend,Documentary,1984.0,3.88
Bruce Lee: The Lost Interview,Documentary,1971.0,4.75
Bruce Lee: The Man and the Legend,Documentary,1973.0,4.0
"Bruce Lee: The Man, The Myth",Action|Adventure,1976.0,4.0
Bruce Springsteen & the E Street Band – London Calling Live in Hyde Park,(no genres listed),2009.0,3.5
Bruce Springsteen's Letter to You,Documentary,2020.0,3.17
Bruce Springsteen: In His Own Words,Documentary,2016.0,3.0
Bruce Springsteen: The Promise - The Making of Darkness on the Edge of Town,Documentary,2010.0,2.88
"Bruce, King of Kung Fu",Action,1980.0,1.5
Bruciati da cocente passione,Comedy,1976.0,2.0
Bruges-La-Morte,Horror|Romance,1978.0,5.0
Bruised,Drama,2021.0,2.82
Bruiser,Drama,2021.0,3.25
Bruiser,Horror|Thriller,2000.0,2.5
Bruja,Drama|Fantasy|Thriller,2019.0,3.0
Brunet Will Call (Brunet wieczorowa pora),Comedy,1976.0,3.77
Bruno,Drama,2019.0,3.0
Bruno & Boots: Go Jump in the Pool,Children,2016.0,3.83
Bruno & Boots: The Wizzle War,Children|Comedy,2017.0,3.62
Bruno & Boots: This Can't Be Happening at Macdonald Hall,Children,2017.0,3.75
Bruno Aleixo's Film,Comedy,2020.0,4.0
Bruno v Tyson,Documentary,2021.0,2.67
Brush with Danger,Action|Drama|Thriller,2014.0,2.5
"Brussels Business, The",Documentary|Thriller,2012.0,3.75
Brussels by Night,Drama,1983.0,4.0
Brutal,Crime,2012.0,2.75
Brutal,Crime|Horror|Mystery|Thriller,2007.0,1.25
Brutal,Horror,2017.0,2.33
Brutal Beauty: Tales of the Rose City Rollers,Documentary,2010.0,3.5
Brutal Relax,Action|Comedy,2010.0,2.83
Brutality in Stone,Documentary|War,1961.0,3.5
Brute (Bandyta),Drama,1998.0,2.4
Brute Force,Drama|Film-Noir|Thriller,1947.0,3.59
"Brute, The (Bruto, El)",Drama,1953.0,3.46
Brutus Vs César,Adventure|Comedy,2020.0,2.35
Brácula (Condemor II),Comedy|Horror,1997.0,2.0
Bróder,Drama,2010.0,3.5
"Bröllop, begravning och dop - filmen",Drama,2021.0,2.75
Brødrene Dal og vikingsverdets forbannelse,Adventure|Children|Comedy,2010.0,2.25
"Brøken, The (a.k.a. Broken, The)",Drama|Horror|Thriller,2008.0,2.76
Brüderchen und Schwesterchen,Children|Fantasy,2008.0,2.62
Brüno (Bruno),Comedy,2009.0,2.73
Bu İşte Bir Yalnızlık Var,Drama,2013.0,3.5
Buba,Comedy|Drama,2022.0,1.75
Bubba Ho-tep,Comedy|Horror,2002.0,3.45
Bubba the Redneck Werewolf,Comedy|Horror,2014.0,2.5
Bubble,Adventure|Animation|Sci-Fi,2022.0,3.11
Bubble,Comedy|Drama,2022.0,3.5
Bubble,Crime|Drama|Mystery,2006.0,3.35
Bubble Boy,Comedy,2001.0,2.63
"Bubble, The (Ha-Buah)",Drama|Romance,2006.0,3.63
Bubblegum and Broken Fingers,Crime|Drama|Western,2011.0,0.5
Bubu,Drama,1971.0,2.38
Buccaneer Bunny,Animation|Comedy,1948.0,3.5
"Buccaneer, The",Adventure,1938.0,2.88
"Buccaneer, The",Adventure|Drama|Romance|War,1958.0,3.75
Buchanan Rides Alone,Western,1958.0,3.21
Bucharest Non-Stop,Comedy|Drama,2015.0,4.0
Buck,Documentary,2011.0,3.84
Buck Benny Rides Again,Comedy|Western,1940.0,2.25
Buck Breaking,Documentary,2021.0,1.83
Buck Privates,Comedy|Musical,1941.0,3.2
Buck Privates Come Home,Comedy,1947.0,3.67
Buck Rogers,Sci-Fi,1939.0,3.33
Buck Rogers in the 25th Century,Sci-Fi,1979.0,2.89
Buck Run,Drama,2019.0,3.5
Buck Wild,Comedy|Horror,2013.0,4.5
Buck and the Preacher,Western,1972.0,2.92
Buckaroo Banzai Declassified,Documentary,2002.0,1.0
"Bucket List, The",Comedy|Drama,2007.0,3.58
"Bucket Of Blood, A",Comedy|Horror,1959.0,3.33
Bucking Broadway,Western,1917.0,2.5
Bucking Broncho,Documentary,1894.0,2.64
Buckley's Chance,Children|Drama|Western,2021.0,2.5
Buckskin Frontier,Action|Western,1943.0,3.0
Buckstone County Prison,Adventure|Drama,1978.0,3.0
Bucktown,Crime|Drama,1975.0,2.47
Bucky Larson: Born to Be a Star,Comedy,2011.0,1.76
Bucle,Drama,2012.0,2.5
Budapest,Comedy,2018.0,3.0
Budapest Heist,Action|Comedy,2020.0,2.83
Budapest Noir,Crime|Drama,2017.0,3.2
Budapest Tales,Drama,1977.0,3.5
Budd Boetticher: A Man Can Do That,Documentary,2005.0,4.0
Budd Boetticher: An American Original ,Documentary,2005.0,2.5
Buddenbrooks: The Decline of a Family,Drama,2008.0,3.0
Buddha Collapsed Out of Shame,Drama|War,2007.0,3.65
Buddha Mountain,Drama,2010.0,2.33
Buddha in a Traffic Jam,(no genres listed),2016.0,3.75
Buddha's Little Finger,Drama,2015.0,0.5
Buddha's Lost Children,Documentary,2006.0,2.5
Buddha's Palm,Action|Fantasy,1982.0,3.38
Buddies,Drama,1985.0,3.71
Buddies (Colegas),Adventure|Comedy,2012.0,3.8
Buddy,Adventure|Children|Drama,1997.0,2.57
Buddy,Comedy|Drama,2003.0,3.3
Buddy Boy,Drama|Thriller,1999.0,3.07
Buddy Buddy,Comedy,1981.0,2.84
Buddy Games: Spring Awakening,Comedy,2023.0,1.0
Buddy Goes West (Occhio alla penna),Comedy|Western,1981.0,3.36
"Buddy Holly Story, The",Drama,1978.0,3.61
Buddy Hutchins,Thriller,2015.0,2.75
Buddy in Africa,(no genres listed),1935.0,1.5
Buddy of the Apes,(no genres listed),1934.0,1.5
Buddy of the Legion,(no genres listed),1935.0,2.5
Buddy the Dentist,(no genres listed),1934.0,3.5
Buddy the Gob,(no genres listed),1934.0,3.0
Buddy the Woodsman,(no genres listed),1934.0,3.5
Buddy's Bearcats,Animation,1934.0,2.0
Buddy's Circus,(no genres listed),1934.0,4.0
Buddy's Day Out,(no genres listed),1933.0,2.0
Buddy's Garage,(no genres listed),1934.0,3.0
Buddy's Mom,Drama|Romance,2015.0,5.0
Buddy's Show Boat,(no genres listed),1933.0,3.0
Buddy's Trolley Troubles,(no genres listed),1934.0,3.5
Buddymoon,(no genres listed),2016.0,2.88
Budhia Singh: Born to Run,Drama,2016.0,3.0
Budrus,Documentary,2009.0,2.5
Buena Vista Social Club,Documentary|Musical,1999.0,3.95
Buena Vista Social Club: Adios,Documentary,2017.0,3.6
"Buenaventura Durruti, anarquista",Documentary,2000.0,3.5
Buenos Aires 100 KM,Drama,2005.0,3.0
Buffalo '66 (a.k.a. Buffalo 66),Drama|Romance,1998.0,3.66
Buffalo Bill,Western,1944.0,2.61
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson (a.k.a. Buffalo Bill and the Indians)",Comedy|Western,1976.0,2.88
Buffalo Boy,Drama,2005.0,3.5
Buffalo Boys,Action|Drama|Western,2018.0,2.88
Buffalo Dance,Documentary,1894.0,2.3
Buffalo Dreams,Children|Drama,2005.0,5.0
Buffalo Girls,Action,2012.0,4.5
Buffalo Girls,Western,1995.0,2.5
Buffalo Rider,Adventure|Drama,2015.0,3.5
Buffalo Rider,Adventure|Western,1978.0,1.5
Buffalo Running,(no genres listed),1883.0,2.75
Buffalo Soldiers,Comedy|Crime|Drama|War,2001.0,3.46
Buffalo Soldiers,Drama|Western,1997.0,3.67
Buffaloed,Comedy|Drama,2020.0,3.13
Buffering,Comedy,2011.0,1.9
Buffet Titanic,Drama,1979.0,2.83
Buffet froid,Comedy|Crime,1979.0,3.63
Buffy the Vampire Slayer,Action|Comedy|Horror,1992.0,2.91
Bufo & Spallanzani,Crime|Mystery,2001.0,2.75
Bug,Comedy,2002.0,3.38
Bug,Drama|Horror|Thriller,2007.0,3.07
Bug,Horror|Mystery|Sci-Fi,1975.0,2.51
Bug Buster,Comedy|Horror,1998.0,3.0
Bug Crawls,Horror,2007.0,2.0
Bug Me Not!,Comedy|Fantasy|Romance,2005.0,5.0
"Bug's Life, A",Adventure|Animation|Children|Comedy,1998.0,3.56
Bugcrush,Horror,2006.0,3.06
Bugged,Animation,2013.0,3.0
Bugmaster (Mushishi),Fantasy,2006.0,3.45
Bugs,Documentary,2016.0,3.0
"Bugs Bunny / Road Runner Movie, The (a.k.a. The Great American Chase)",Animation|Children|Comedy,1979.0,3.34
Bugs Bunny Gets the Boid,Animation|Children|Comedy,1942.0,3.86
Bugs Bunny Nips the Nips,(no genres listed),1944.0,1.33
Bugs Bunny Rides Again,Animation|Western,1948.0,3.53
Bugs Bunny and the Three Bears,(no genres listed),1944.0,3.43
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,Adventure|Animation|Children|Comedy,1982.0,3.16
Bugs Bunny's Looney Christmas Tales,Animation|Children,1979.0,2.65
Bugs Bunny/Looney Tunes All-Star 50th Anniversary,Animation|Comedy|Documentary,1986.0,3.0
Bugs and Thugs,Animation,1954.0,3.61
Bugs in Love,Animation,1932.0,3.62
Bugsy,Crime|Drama,1991.0,3.24
Bugsy Malone,Children|Comedy|Crime|Musical,1976.0,3.25
Bugsy and Mugsy,Animation|Comedy,1957.0,3.88
Build the Wall,Comedy,2020.0,3.5
Building Arnold Schwarzenegger,Documentary,2019.0,2.5
Building Star Trek,Documentary,2016.0,2.5
Building a Broken Mousetrap,(no genres listed),2006.0,4.0
Building a Building,Animation,1933.0,2.96
Building the Inferno: Nobuo Nakagawa and the Making of 'Jigoku',Documentary,2006.0,2.0
Buio,Drama|Thriller,2019.0,3.5
Buitenspel,Drama,2005.0,2.5
Bukowski: Born into This,Documentary,2003.0,3.34
Bukowski: The Last Straw,Documentary,1980.0,1.0
Buladó,Drama,2020.0,3.0
Bulb Fiction,Documentary,2012.0,4.5
Bulbbul,Fantasy|Horror,2020.0,2.8
Bulbul Can Sing,Drama,2018.0,3.3
Bull,(no genres listed),2019.0,3.65
Bull,Comedy|Drama|Mystery,2008.0,3.0
Bull,Crime|Thriller,2021.0,3.45
Bull Durham,Comedy|Drama|Romance,1988.0,3.67
Bulldog Drummond,Drama|Mystery|Thriller,1929.0,2.9
Bulldog Drummond Comes Back,Action|Crime|Mystery|Thriller,1937.0,2.25
Bulldog Drummond Escapes,Adventure|Mystery|Romance|Thriller,1937.0,2.92
Bulldog Drummond Strikes Back,Action|Adventure|Mystery,1934.0,2.5
Bulldog Drummond at Bay,Action|Thriller,1937.0,3.0
Bulldog Drummond in Africa,Action,1938.0,2.5
Bulldog Drummond's Bride,Action|Thriller,1939.0,2.67
Bulldog Drummond's Peril,Adventure|Crime|Mystery|Romance|Thriller,1938.0,2.5
Bulldog Drummond's Revenge,Adventure|Mystery,1937.0,2.38
Bulldog Drummond's Secret Police,Mystery|Thriller,1939.0,3.0
Bullet,Action|Crime|Drama,1996.0,3.2
Bullet Ballet,Crime|Drama|Sci-Fi|Thriller,1998.0,3.51
Bullet Boy,Action|Crime|Drama,2004.0,2.67
Bullet Head,(no genres listed),2017.0,2.79
Bullet Proof,Action|Crime,2022.0,2.5
Bullet Scars,Crime|Drama,1942.0,2.75
Bullet Train,Action|Mystery|Thriller,2022.0,3.6
"Bullet for Joey, A",Crime|Drama|Film-Noir|Thriller,1955.0,2.94
Bullet for a Badman (Renegade Posse),Western,1964.0,3.0
"Bullet for the General, A (Quién Sabe?)",Western,1966.0,3.06
Bullet in the Head,Action|Drama|War,1990.0,3.52
Bullet to Beijing,Action|Drama|Thriller,1995.0,2.25
Bullet to the Head,Action|Crime|Film-Noir,2012.0,2.69
Bulletproof,Action|Comedy|Crime,1996.0,3.06
Bulletproof,Action|Thriller,1988.0,1.88
Bulletproof 2,Action|Comedy,2020.0,2.0
Bulletproof Monk,Action|Adventure|Sci-Fi,2003.0,2.82
Bullets Don't Argue,Western,1964.0,3.5
Bullets Over Broadway,Comedy,1994.0,3.68
Bullets Over Summer,Action|Thriller,1999.0,3.75
Bullets for the Dead,Horror|Western,2015.0,1.38
Bullets of Justice,Action|Comedy|Horror|Sci-Fi|War,2020.0,3.25
Bullets or Ballots,Crime|Drama|Thriller,1936.0,2.91
Bullfighter and the Lady,Action|Drama|Romance,1951.0,3.08
"Bullfighter, The (Matador)",Comedy|Crime|Drama,1986.0,3.52
"Bullfighters, The",Comedy|Musical,1945.0,3.0
Bullhead (Rundskop),Crime|Drama,2011.0,3.64
"Bulli: Cooking in Progress, El",Documentary,2011.0,3.15
Bullies,Action|Drama|Thriller,1986.0,3.2
Bullitt,Action|Crime|Drama|Thriller,1968.0,3.73
Bullitt County,Action|Drama|Thriller,2018.0,1.0
Bullshot,Adventure|Comedy,1983.0,3.0
Bully,Crime|Drama|Thriller,2001.0,3.45
Bully,Documentary,2011.0,3.4
Bully for Bugs,Animation,1953.0,3.77
Bully. Coward. Victim. The Story of Roy Cohn,Documentary,2019.0,3.57
Bullyparade - Der Film,Comedy,2017.0,2.88
Bulworth,Comedy|Drama|Romance,1998.0,3.33
Bumbarash,Adventure|Comedy,1972.0,3.38
Bumblebee,Action|Adventure|Sci-Fi,2018.0,3.24
"Bumblefuck, USA",Drama,2011.0,3.5
Bummer (Bumer),Action|Drama|Thriller,2003.0,3.02
Bummer 2,Action|Crime,2006.0,2.82
Bump in the Night,Drama|Thriller,1991.0,2.5
Bumping Into Broadway,Comedy,1919.0,3.5
"Bunch Of Amateurs, A",Comedy,2008.0,3.0
Bunch of Five,Crime|Drama,1998.0,2.83
Bunch of Kunst,Documentary,2017.0,3.75
Bundle of Joy,Comedy|Musical,1956.0,3.7
Bundy and the Green River Killer,Crime|Horror,2019.0,1.75
Bundy: An American Icon,Crime|Drama|Horror|Thriller,2008.0,2.17
Bungee Jumping of Their Own (Beonjijeompeureul hada),Drama|Romance,2001.0,2.64
Bungo Stray Dogs: Dead Apple,Action|Animation,2018.0,3.75
Bunker,Horror|Thriller|War,2022.0,1.0
Bunker Hill Bunny,(no genres listed),1950.0,3.27
Bunker Palace Hôtel,Sci-Fi,1989.0,3.07
Bunker of the Dead,Action|Comedy|Horror,2016.0,2.5
"Bunker, The",Drama|Horror|Mystery|Thriller|War,2001.0,2.73
Bunker: Project 12,Action|Adventure|Sci-Fi|Thriller,2016.0,2.75
Bunks,Comedy,2013.0,2.25
Bunny,Animation,1998.0,2.59
Bunny Drop,Comedy,2011.0,3.79
Bunny Hugged,Animation,1951.0,3.12
Bunny Lake Is Missing,Mystery|Thriller,1965.0,3.48
Bunny and the Bull,Adventure|Comedy|Drama,2009.0,3.64
Bunny the Killer Thing,Action|Comedy|Horror,2015.0,2.25
Bunnyman,Horror,2011.0,1.0
Bunraku,Action|Drama|Fantasy,2010.0,3.32
Bunshinsaba: Ouija Board,Horror,2004.0,3.12
Bunyan and Babe,Adventure|Animation|Children|Comedy|Fantasy,2017.0,2.5
"Buona Sera, Mrs. Campbell",Comedy,1968.0,3.06
Buongiorno Papà,Comedy,2013.0,3.5
Buoyancy,Crime|Drama,2019.0,3.75
Buoyancy,Thriller,2020.0,1.25
Burden,Documentary,2016.0,2.83
Burden,Drama,2018.0,3.55
Burden of Dreams,Documentary,1982.0,4.04
Burden of Evil,Thriller,2012.0,2.0
Burden of Life,(no genres listed),1935.0,4.5
Burden of Love,Comedy,1955.0,2.6
Bureau 39: Kim's Cash Machine,Documentary,2020.0,2.0
Burglar,Comedy|Crime,1987.0,2.4
"Burglars, The (Le casse)",Action|Crime|Thriller,1971.0,3.5
Burgos,Documentary,1911.0,1.0
Burial,Thriller|War,2022.0,3.38
"Burial Ground (a.k.a. Zombie Horror) (a.k.a. Zombie 3) (Notti del Terrore, Le)",Horror,1981.0,2.35
Burial Path,(no genres listed),1978.0,3.0
Buried,Mystery|Thriller,2010.0,3.36
Buried Alive,Action|Adventure|Horror|Thriller,2007.0,2.5
Buried Alive,Crime|Drama|Romance,1939.0,3.5
Buried Alive,Film-Noir|Horror|Thriller,1990.0,3.23
Buried in Light,(no genres listed),1994.0,3.0
Buried: The 1982 Alpine Meadows Avalanche,Documentary,2022.0,4.5
Burke & Hare,Comedy|Horror,1972.0,1.25
Burke and Hare,Comedy|Thriller,2010.0,3.06
Burlesque,Drama|Musical|Romance,2010.0,3.31
Burlesque Assassins,Comedy,2012.0,2.0
"Burma Conspiracy, The (Largo Winch II)",Action|Adventure|Thriller,2011.0,3.2
Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land),Documentary,2008.0,3.57
"Burmese Harp, The (Biruma no tategoto)",Drama|War,1956.0,3.74
Burn,Documentary,2012.0,3.25
Burn,Thriller,2019.0,3.22
Burn After Reading,Comedy|Crime|Drama,2008.0,3.57
Burn Burn Burn,(no genres listed),2015.0,3.8
Burn Country,Drama|Thriller|War,2016.0,2.79
"Burn Motherfucker, Burn!",Documentary,2017.0,3.17
Burn Out,Action|Thriller,2017.0,2.9
Burn Paris Burn,Animation|Fantasy|Mystery,2009.0,2.38
Burn Your Maps,Adventure,2017.0,3.62
Burn Your Name,(no genres listed),2016.0,1.0
Burn the Stage: The Movie,Documentary,2018.0,4.0
Burn the Witch,Action|Animation|Fantasy,2020.0,2.83
Burn! (Queimada),Drama|Thriller,1969.0,3.58
"Burn, Witch, Burn (Night of the Eagle)",Horror,1962.0,3.09
Burned Bridges,Drama,1977.0,2.75
Burning,(no genres listed),2002.0,2.5
Burning,Action|Comedy,2014.0,3.24
Burning,Documentary,2021.0,4.0
Burning,Drama|Mystery,2018.0,3.82
Burning Ambition,Action|Crime|Drama,1989.0,5.0
Burning Blue,Drama|Romance|War,2013.0,3.32
Burning Bodhi,Drama,2015.0,3.25
Burning Cane,Drama,2019.0,2.43
